"Patent";"ApplicantCountry";"Abstract";"CPCs";"Granted";"NInventors";"TTR";"HerdanC";"GuiraudR";"UberIndex"
"US 2005279771 A1 20051222";"ES";"The valve comprises three parts of generally cylindrical shape, of two or more diameters, fitted into one another, the first of these having a structure of two successive cylinders, being fixed between the cap of the container carrying the substance to be metered and the rim of the neck of the container itself, while the second part is intended to act as main plunger, sliding by its upper portion inside the first part and having a terminal end of smaller diameter guided in the portion of smaller diameter of the first part and having in its intermediate region a likewise intermediate diameter with the main filling and discharge vents for the product, and the third part is formed by a hollow rod rigidly connected to the handle/outlet nozzle and which likewise has a cylindrical structure with two successive different diameters.";"B05B 11/3059 (2013.01)
B05B 11/3001 (2013.01)
B05B 11/3023 (2013.01)
B05B 11/3066 (2013.01)
B05B 11/3074 (2013.01)
B05B 11/3077 (2013.01)
B05B 11/3094 (2013.01)";0;1;0,72;0,923913150810514;6,23538290724796;24,6436970825545
"US 6944999 B2 20050920";"ES";"It has various layers in its structure: the lower layer ( 2, 2', 2 '') is a resistant base of ceramic origin or similar; the upper layer is a lamina ( 1 ) with a visible surface. The two are stuck by an adhesive defining a homogenous intermediate layer ( 3 ) without the formation of fragile zones due to the absence of air bubbles since the contact face of the ceramic base ( 2, 2', 2 '') is domed, the central point being higher than the rest. For preventing the surplus adhesive from flowing out and becoming stuck to other adjacent tiles, it has been provided for the ceramic base or similar ( 2, 2', 2 '') to include a perimetric flange ( 5, 5 ') which will then be eliminated during the phase of machining the edges when formatting the tile. The perimetric flange ( 5, 5 ') advantageously incorporates some lateral projections or centering stops ( 6 ) of the facing lamina ( 1 ) in order to optimise the pressing.";"B32B 9/042 (2013.01)
B32B 7/12 (2013.01)
B32B 13/04 (2013.01)
B32B 13/10 (2013.01)
E04F 13/08 (2013.01)
E04F 13/10 (2013.01)
E04F 15/02 (2013.01)";1;1;0,692307692307692;0,918480107927533;6,60419447134809;24,0314522322919
"US 2005115323 A1 20050602";"ES";"The invention relates to a method and a device for the early detection of the presence of micro-organisms in food, particularly in milk and derivatives thereof. One of the main advantages of the invention lies in the fact that the aforementioned detection method can be performed inside the commercial packaging thereof without the need for said packaging to be opened. The presence of micro-organism is detected, before they can produce drastic changes in the physical properties of the product, according to changes in the propagation of elastic waves (velocity, attenuation and harmonic distortion) through the product and, moreover, different types of micro-organisms can be distinguished. The inventive detection method is performed under dry conditions and requires an environment with controlled humidity and temperature.";"G01N 29/343 (2013.01)
G01N 29/024 (2013.01)
G01N 29/032 (2013.01)
G01N 29/32 (2013.01)
G01N 29/326 (2013.01)
G01N 33/04 (2013.01)";0;4;0,757142857142857;0,934517208412115;6,33471162947229;28,176838452862
"US 7240553 B2 20070710";"ES";"The invention relates to a method and a device for the early detection of the presence of micro-organisms in food, particularly in milk and derivatives thereof. One of the main advantages of the invention lies in the fact that the aforementioned detection method can be performed inside the commercial packaging thereof without the need for said packaging to be opened. The presence of micro-organism is detected, before they can produce drastic changes in the physical properties of the product, according to changes in the propagation of elastic waves (velocity, attenuation and harmonic distortion) through the product and, moreover, different types of micro-organisms can be distinguished. The inventive detection method is performed under dry conditions and requires an environment with controlled humidity and temperature.";"G01N 29/343 (2013.01)
G01N 29/024 (2013.01)
G01N 29/032 (2013.01)
G01N 29/32 (2013.01)
G01N 29/326 (2013.01)
G01N 33/04 (2013.01)";1;4;0,757142857142857;0,934517208412115;6,33471162947229;28,176838452862
"US 7313446 B2 20071225";"ES";"The invention relates to an electrode assembly for electrotherapy devices. The assembly has at least one stainless steel metallic electrode and at least one electrode which is also metallic and which is covered with an insulating layer. Both of said electrodes are removably and electrically connected to a handle support in such a way that they can be actuated individually or together. The active surface area of said electrode assembly is provided with a configuration which adapts to that of the area of the patient's body to be treated. Depending on the therapy being followed, the active face of the electrodes may be static on the area of the patient to be treated or moved in order to massage said area.";"A61N 1/0408 (2013.01)
A61N 1/0472 (2013.01)
A61N 1/26 (2013.01)";1;1;0,709677419354839;0,916904874149601;5,58800558800838;21,5703589248448
"US 2006167040 A1 20060727";"ES";"New compounds of formula (I) and the salts, solvates and prodrugs thereof, wherein the meanings for the various substituents are as disclosed in the description. These compounds are useful as p38 kinase inhibitors.";"C07D 471/04 (2013.01)";0;2;0,944444444444444;0,980224545965827;4,00693842672377;63,4762925257799
"US 2006099020 A1 20060511";"ES";"The process comprises the creation of a surface moistened on one of the faces of the paper by natural condensation droplets created by refrigerating said laminar support on the opposite face, adapting the continuous web of printed paper on said surface in a zone of variable tangency to achieve regular and uniform remoistening of the web of paper.";"B41F 23/02 (2013.01)
B41J 11/0015 (2013.01)";0;1;0,823529411764706;0,944941530202136;4,80196038399025;27,8155009150232
"US 7205150 B2 20070417";"ES";"A method for obtaining a transgenic plant that over-expresses a soluble isoform AGPPase enzyme. The method includes a step of transforming a plant with a vector comprising a polynucleotide of SEQ ID NO: 7 linked to a promoter that promotes expression of the polynucleotide in the plant whereby to form the transgenic plant. The transgenic plant has a reduced starch content and a higher resistance to salinity than the plant before the transforming step.";"C12N 15/8273 (2013.01)
C12N 9/14 (2013.01)
C12N 9/16 (2013.01)
C12N 15/8245 (2013.01)
C12Q 1/42 (2013.01)";1;5;0,707317073170732;0,906753866493523;4,52903909476958;17,2959863972023
"US 6861959 B1 20050301";"ES
ES";"The present invention incorporates fixed radio beacons (TX-F), mobile and portable radio beacons (TX-M), together with vehicle receiver units (RX-M) and/or receiver units (RX-P) carried by pedestrians for all types of warning and assistance messages, or both or either with mobile transceivers (TX/RX-M) for motor cars and other transceivers (TX/RX-P) for pedestrians, the latter for transmitting and receiving similar warning and assistance messages, all being controlled by an operations center (CO) and which has a services network, with elements which are fixed, mobile or portable (SM).";"G08G 1/096716 (2013.01)
G08B 25/016 (2013.01)
G08G 1/0965 (2013.01)
G08G 1/09675 (2013.01)
G08G 1/096775 (2013.01)
G08G 1/096783 (2013.01)
G08G 1/096791 (2013.01)
G08G 1/163 (2013.01)
G08G 1/205 (2013.01)";1;4;0,690909090909091;0,90773239747854;5,12391895472064;18,862121068871
"US 2007082893 A1 20070412";"ES";"The present invention relates to an active substance combination comprising at least one substituted carbinol compound and at least one opioid, a medicament comprising said active substance combination, a pharmaceutical formulation comprising said active substance combination and the use of said active substance combination for the manufacture of a medicament.";"A61K 31/4164 (2013.01)
A61K 31/415 (2013.01)
A61K 31/485 (2013.01)
A61K 31/5517 (2013.01)";0;4;0,542857142857143;0,828171793096665;3,21158616796836;8,98611509819758
"US 2007035097 A1 20070215";"ES";"This foldable chassis for baby carriages comprises two rear wheels ( 1 ) and ( 2 ), a front rolling support ( 3 ), and a U-shaped handlebar ( 4 ) being at the end of each of its branches ( 5 ) and ( 6 ) fitted to a respective lateral member ( 7 ) and ( 8 ), each of said lateral members being at its upper end ( 9 ) linked in a pin-jointed connection to a respective armrest ( 10 ) and ( 11 ), each of said armrests being in its turn linked in a pin-jointed connection ( 12 ) to the respective branch of the handlebar. This chassis is characterized in that each of the lateral members ( 7 ) and ( 8 ) inferiorly ends in a respective bush bearing ( 13 ) and ( 14 ), said bush bearings being both fitted on the central length of the shaft ( 15 ) being fitted to each of the wheels ( 1 ) and ( 2 ) through a respective inflected length ( 16 ) and ( 17 ), two connecting rods ( 18 ) and ( 19 ) being solidly secured to said central length of said shaft and articulatedly linked ( 20 ) to a central support ( 21 ) making up an articulated connection with the middle length of a U-shaped member having the end of each of its branches ( 24 ) and ( 25 ) linked in a pin-jointed connection to the end region ( 26 ) of the respective branch of the handlebar and an intermediary point ( 27 ) of each of its aforementioned branches linked in a pin-jointed connection to the respective one of said lateral members ( 7 ) and ( 8 ).";"B62B 7/10 (2013.01)
B62B 7/08 (2013.01)";0;1;0,526315789473684;0,868750907278109;6,06976978666884;16,1818386468195
"US 2007203239 A1 20070830";"ES";"KATP channel closers (KCCs) are useful for the prophylactic and/or therapeutic treatment of a CNS acute damage in a mammal, including a human, because their administration, particularly in the case of glibenclamide, potientates the neuroprotector microglial effect. Therefore, they may be useful in treating the acute phase of CNS diseases such as stroke, seizure, axonal injury, traumatic damage, neurodegeneration, spinal cord injury, infectious and autoimmune CNS diseases. KCCs, isotopically modified, are also useful for the preparation of diagnostic agents for detection and follow-up of CNS acute damage.";"A61K 31/64 (2013.01)";0;3;0,789473684210526;0,941532084951562;5,9603956067927;30,0314258549809
"US 2006169014 A1 20060803";"ES";"Composition for the nutrition and irrigation of plants includes water, cellulose, potassium nitrate and at least one of foliar fertilizers, salinity correctors, biostimulants, humic acids and fulvic acids.";"C05G 3/007 (2013.01)
C05C 5/02 (2013.01)
C05D 3/02 (2013.01)
C05F 11/02 (2013.01)";0;1;0,95;0,982877877692756;4,2485291572496;75,9853230994332
"US 2007170307 A1 20070726";"ES";"The invention relates to a convertible aircraft operating method. According to the invention, the aircraft comprises: a fuselage, standard fixed wings which are equipped with ailerons, a tail unit with flight-control surfaces, engines, a rotor with blades, a transmission which is placed between the engines and the rotor and which is equipped with rotor clutch and braking means, a landing gear, means for transition from helicopter mode to gyroplane mode and vice versa, and means for direct or reverse transition from gyroplane/helicopter mode to aeroplane mode. The lift for a range of low speeds is produced by means of the rotor, while the lift for a range of high speeds is produced by means of the wings. In addition, the lift for a range of intermediate speeds can be produced using the wings and the rotor in gyroplane mode simultaneously, and take-off and landing can be performed in gyroplane mode or in helicopter mode with the engines coupled to the rotor. The aircraft comprises a hybrid helicopter/gyroplane/aeroplane aircraft and, as such, can perform the direct or reverse transition to aeroplane mode from both helicopter mode and gyroplane mode.";"B64C 27/24 (2013.01)
B64C 27/26 (2013.01)";0;1;0,485981308411215;0,845578526104183;5,02702974303745;13,1418495529603
"US 2006156779 A1 20060720";"ES";"The process comprises combining the operation of gauging by drawing with a stage of crack monitoring and a subsequent operation of mechanically machining the bar through the removal of turnings prior to cutting of the bars in such a way that the calibrated depth for crack detection has a value corresponding to the surface defects in the bar and slightly less than the machining depth in the subsequent stage of machining the bar, with the result that defective bars are automatically eliminated.";"B21C 51/00 (2013.01)
B21C 37/045 (2013.01)
B21C 43/00 (2013.01)";0;1;0,714285714285714;0,909978068961658;4,62910049886276;18,0317092921115
"US 7087779 B2 20060808";"ES";"The invention relates to an aldehyde conversion method comprising putting an aldehyde into contact with oxygenated water and with a catalyst, under oxidation conditions, wherein the catalyst is a molecular sieve with pores of a diameter of at least 0.52 nm and has an empirical formula in a calcined and dehydrated form of (SnxTiySi1-x-y-zGez)O2 wherein x is a molar fraction of the tin and has a value between 0.001 and 0.1; y is a molar fraction of titanium and has a value from zero to 0.1; and z is the molar fraction molar of the germanium and has a value from zero to 0.08.";"C07C 51/285 (2013.01)
B01J 29/0308 (2013.01)
B01J 29/035 (2013.01)
B01J 29/04 (2013.01)
B01J 29/7057 (2013.01)
C01B 37/005 (2013.01)
C01B 39/085 (2013.01)
C07C 51/235 (2013.01)
C07C 67/39 (2013.01)";1;4;0,773584905660377;0,935339805627004;5,63178312189625;26,6667288324902
"US 7291746 B2 20071106";"ES";"A process for obtaining the pharmaceutical active ingredient, levetiracetam, by means of deaminomethylation of a sufficiently pure enantiomer intermediate (S)-(II), or by means of deaminomethylation of an addition salt thereof with an acid, wherein R1 and R2 are either the same or different (C1-C6)-alkyl radicals, or else R1 and R2 together with the nitrogen atom to which they are bonded form a radical selected from the group consisting of 1-pyrrolidinyl, 1-piperidinyl, 1-morpholinyl, 1-piperazinyl and 1-[4-(C1-C4)-alkylpiperazinyl]. The invention also comprises preparing the sufficiently pure enantiomer intermediate (S)-(II) by treating the corresponding chemically new racemic intermediate (II) with an amine resolving agent, followed by selective crystallisation of a diastereoisomeric salt thereof. It is useful for obtaining levetiracetam on an industrial scale and involves neither hydrogenation nor chromatography";"C07D 207/27 (2013.01)
A61K 31/4015 (2013.01)";1;5;0,783132530120482;0,944679304008013;7,13467689932987;34,6900569120471
"US 2006102060 A1 20060518";"ES";"The invention relates to an automatic system for taking up and handling a connecting towrope between a tugboat and a towed vessel. The inventive system comprises a fastening carriage which moves on guides around the deck of the tugboat. Once the towrope has been launched from the vessel to be towed, the aforementioned carriage moves along the guide until the built-in sensor detects the presence of the towrope at the upper part of the gunwale. The above-mentioned fastening carriage comprises a clamp and the tow cable or rope of the tugboat is fixed therein. According to the invention, when the system detects that the towrope has been inserted in the clamp, said clamp is closed and the carriage is released, the tugboat rope remaining connected to the towrope of the vessel. Once the aforementioned operation has been performed, the fastening carriage returns to the rest position thereof. The system operates automatically without the need for any human intervention on the deck of the tugboat and said system is remote controlled from the bridge.";"B63B 21/04 (2013.01)
B63B 21/56 (2013.01)";0;3;0,588888888888889;0,882324410236827;5,58669053296414;16,6070339088363
"US 7183430 B2 20070227";"ES";"The invention relates to compounds having formula (I), which can block the response to chemical substances or thermal stimuli or mediators of inflammation of nociceptors, a production method thereof and compositions containing same. According to the invention, Ar is a phenyl group substituted with one or more halogen groups; R1 is amino, hydroxyl or thiol, all of which may or may not be substituted with formula (II) or with aliphatic or cyclic groups; R2 is H or an alkyl, aryl, aralkyl or acyl group or formula (III); R3 is H or formula (IV); R4 and R6 are H or an aliphatic or cyclic group; R5 is H or formula (V); R7 is H or an aliphatic or cyclic group; Z is amino, hydroxyl or thiol, all of which may or may not be substituted with aliphatic or cyclic groups; W is a linkage or formula (VI); X is a linkage or formula (VII); Y is amino which may or may not be substituted with formula (VIII) or an alkyl, aryl, aralkyl or acyl group; m, q and s can vary between 1 and 9 and n and p can vary between 1 and 10";"C07K 5/0827 (2013.01)
C07K 5/0207 (2013.01)
C07K 5/021 (2013.01)";1;6;0,585585585585586;0,886370209226479;6,16952697239124;17,9998833480496
"US 7066036 B2 20060627";"ES";"Measuring instrument for hanging masses for machines which operate with traction cables, including a body ( 1 ) in which some extreme stops ( 2 ) are incorporated to support the cables ( 9 ) of application, having in the central area a cable ( 9 ) pressure element ( 6 ), made up of a cylinder which is held on a support ( 4 ) with inclusion of some cylindrical washers ( 8 ) that can be substituted, by means of which a selective separation of the cylinder ( 6 ) is established respect to the body ( 1 ) for the passage of the cables ( 9 ) of application.";"B66B 7/06 (2013.01)
B66B 1/3484 (2013.01)
G01G 19/14 (2013.01)
G01L 5/101 (2013.01)
G01L 5/107 (2013.01)";1;1;0,78;0,936487756090967;5,51543289325507;26,7502752188919
"US 7252965 B2 20070807";"ES";"The invention consists of fermenting selected strains of Blakeslea trispora in conditions such that beta-carotene is produced in the form of stabilized preparations with residual contents of other carotenoids (gamma-carotene and beta-zeacarotene). The fermentation conditions chosen include the programmed addition of oxygen and/or beta-ionone during fermentation, and control of the age of the vegetative growth phases of the strains employed. The beta-carotene obtained can be used in the pharmaceutical and food sectors.";"C12P 23/00 (2013.01)";1;8;0,878048780487805;0,964978967443705;5,62225542798982;46,0518648080197
"US 6953912 B2 20051011";"ES";"Soleplate of domestic steam iron, basically constituted by a an ironing element ( 1 ), which is that which comes into contact with the item to be ironed, and a heating element ( 2 ) which heats said ironing element ( 1 ) by means of a thermostatic element ( 3 ) which regulates the ironing temperature, which independently of the assembly of ironing element ( 1 ), heating element ( 2 ) and thermostatic element ( 3 ), the soleplate of domestic steam iron ( 1-2 ) according to the invention incorporates an autonomous steam assembly ( 4 ) which is composed of a steam chamber ( 5 ) which has a water supply conduit ( 6 ) connected to the reservoir of the domestic iron, and whose steam chamber ( 5 ) has a separate heating element ( 7 ) which has its own thermostat ( 8 ) which regulates the temperature in that steam chamber ( 5 ); the steam assembly ( 4 ) has a steam outlet ( 9 ) connected to a complementary steam intake ( 10 ) which exists in the ironing element ( 1 ) for the correct passage of steam to the outlet holes.";"D06F 75/38 (2013.01)
D06F 75/18 (2013.01)
D06F 75/24 (2013.01)";1;1;0,5;0,848821789078223;4,94974746830583;13,171382724742
"US 6958403 B2 20051025";"ES";"Procedure for preparation of compounds with the general formula 1, which include the racemic mixtures (±)-1, and the enantiomerically pure compounds (-)-1 and (+)-1, wherein R1 and R3, like or different, represent an atom of hydrogen, chlorine, fluorine, a methyl, trifluoromethyl or methoxy group; R2 represents an atom of hydrogen, chlorine, fluorine, a methyl, trifluoromethyl, methoxy, trifluoromethoxy, methylsulphonyl or aminosulphonyl group; R4 represents an atom of hydrogen, chlorine, fluorine, a methyl, trifluoromethyl, methoxy, trifluoromethoxy, methylsulphonyl or aminosulphonyl group, with the condition that one of the substituents R2 or R4 is a methylsulphonyl or aminosulphonyl group; which involves obtaining the racemic mixture with the general formula (±)-1 by reacting an (E)-1,1,1-trifluoro-4-aryl-3-buten-2-one with a phenylhydrazine, followed by a treatment with chlorosulphonic acid, or by reacting with chlorosulphonic acid followed by a reaction with sodium hydroxide and, finally, with thionyl chloride. The product obtained by either of these methods is made to react with ammonium carbonate or ammonia, or with sodium sulphite and methyl iodide or methyl sulphate. In addition, to obtain the enantiomerically pure compounds with the general formula 1 by resolving the racemic mixture with the general formula (±)-1, a reaction is effected with optically active ephedrine, followed by formation of the sodium salt of each enantiomer, reaction with thionyl chloride and ammonium carbonate or ammonia, or instead with thionyl chloride followed by sodium sulphite and methyl iodide or methyl sulphate to thereby obtain separately the enantiomerically pure compounds with the general formulae (-)-1 and (±)-1.";"C07D 231/06 (2013.01)";1;4;0,45859872611465;0,845818475536209;5,74622556816688;14,2423008207117
"US 7056489 B2 20060606";"ES";"The invention relates to a method for synthesizing a family of zeolite materials, grouped together under the name ITQ-16, in an OH- medium and in the absence of fluorides and to the catalytic applications thereof. The zeolite ITQ-16 family of materials is characterized by having different proportions of distinct polymorphs A, B and C described as possible intergrowths in the Beta zeolite and, therefore, the X-ray diffraction patterns of said family are different from that described for the Beta zeolite. In its calcinated form, zeolite ITQ-16 has the following empirical formula: x(MXO2):tTO2:gGeO2:(1-g)SiO2, wherein T is one or more elements having +4 oxidation status and different from Ge and Si; X is one or more elements having +3 oxidation status; and M can be H+ or one or more inorganic cations with a +n charge.";"C10G 11/05 (2013.01)
B01J 29/04 (2013.01)
C01B 37/005 (2013.01)
C01B 39/023 (2013.01)
C01B 39/08 (2013.01)
C10G 47/16 (2013.01)";1;4;0,765432098765432;0,939169902707118;6,88888888888889;31,3740254218198
"US 7037186 B2 20060502";"ES";"It comprises a bench ( 12 ) supporting a longitudinal propping floor ( 1 ) provided with means to make said meat pieces are intermittently moved forwards along it, at least a tenderizing group ( 6 ) provided with sabres ( 7 ) uprightly moveable to stab the meat pieces on the floor ( 1 ) and at least a hammering group ( 4 ) provided with a stamping member ( 5 ) uprightly moveable to hit the meat pieces on said floor ( 1 ), said intermittently moving forwards means, said hammering group ( 4 ) and said tenderizing group ( 6 ) being connected to independent driving means ( 19, 10 a, 10 b) controlled in a coordinated and independent way so that said sabres ( 7 ) and stamping member ( 5 ) operate when the meat pieces are stopped and are withdrawn when the same are moving forwards.";"A22C 9/007 (2013.01)
A22C 9/00 (2013.01)
A22C 9/001 (2013.01)";1;1;0,523255813953488;0,854594901697955;4,85247479415473;13,3041996039582
"US 6890196 B2 20050510";"ES";"An extraction and opening system of vehicle distribution box lids applicable to electric distribution boxes in vehicles of the type having an opening system by means of hinges or by means of its complete extraction, since the box has a cylindrical pin on one of its sides being introduced into the hinges arranged on the box lid.";"E05D 1/06 (2013.01)
E05D 7/1077 (2013.01)";1;1;0,645161290322581;0,872377238226529;3,5921060405355;11,685703029068
"US 6992064 B2 20060131";"ES";"N-alkylglycine trimeres, their stereoisomers, racemic mixtures and salts of formula (I) below, where R1, R2 and R3, independent of one another, are chosen from amongst cyclopropyl, sec-butyl, 2-methoxyethyl, 3-methylbutyl, cyclohexyl, 2-(N-pyrrolidinyl)ethyl, 2-(methylcarbonylamine)ethyl, 3-(2-oxo-N-pyrrolidinyl)propyl, 2-(2-pyridyl)ethyl, 2-phenylethyl, 1-(2-tetrahydrofuryl)methyl, 2-(N-imidazolyl) ethyl, 2-(4-methoxyphenyl)ethyl, 2-(3,4-dimethoxyphenyl)ethyl, 2-(2,4-dichlorophenyl)ethyl, 2-[2-(N-methyl)pyrrolidinyl]ethyl, 2-(4-aminosulfonylphenyl)ethyl, 2-(morpholine)ethyl, 3-(N,N-diethylamine)propyl, 3,3-diphenyipropyl, 3-(N,N-dimethylamine)propyl, and 2-(N,N-diethylamine)ethyl, their stereoisomeric forms and their mixtures, which are capable of blocking L-glutamate receptors and are useful for treating disorders mediated by neurodegeneration, for example, cerebral ischemia, cerebrovascular accident, migraine, depression, Huntington, Parkinson, Alzheimer, senile dementia, epilepsy and multiple and amyotrophic sclerosis.";"C07K 5/0806 (2013.01)";1;9;0,71;0,925629174359538;7,1;26,8922656535882
"US 6936726 B2 20050830";"ES";"The present invention refers to new products generated by the conjugation of flavanols with molecules that contain the thiol group. New molecules are obtained from polyphenolic plant extracts rich in oligomeric and polymeric procyanidines and prodelfinidins. In this way, new products are generated with antioxidant properties for application as protective agents for the organism against disorders such as cancer, cardiovascular diseases and premature aging. The invention also refers to obtaining these new agents from waste material generated by the agroalimentary industry. Since these waste materials are highly complex mixtures a simple and effective method is described to isolate and purify these, based on the physico-chemical characteristics of the new molecules.";"A61K 8/46 (2013.01)
A61K 8/4926 (2013.01)
A61Q 19/08 (2013.01)
C07D 311/32 (2013.01)";1;1;0,776119402985075;0,939722371228589;6,35281110652787;30,2944034116837
"US 7160522 B2 20070109";"ES";"This invention consists in a nonimaging device for concentration or collimation of radiation on a receiver or from an emitter ( 14 ), depending on the case. The device is made up of the lens ( 50 ), which surrounds the receiver and consists of the aspheric surface ( 21 ), and the lens ( 15 ), whose upper refractive surface ( 16 ) may be aspheric, while the lower surface is aspheric ( 17 ) in its central portion (between points 18 and 19 ) and has a structure with discontinuous slope ( 20 ) in its external portion, in which the faces ( 22 ) fundamentally refract the rays while the faces ( 23 ) reflect them by total internal reflection. The design method provides that the device properties of concentration/collimation are noticeably superior to those of the existing inventions. Possible applications of this lens include: radiation sensors, illumination systems with LEDs, wireless optical communications and photovoltaic solar energy.";"F24J 2/06 (2013.01)
F24J 2/085 (2013.01)
G01J 1/04 (2013.01)
G01J 1/0411 (2013.01)
G02B 3/08 (2013.01)
G02B 17/006 (2013.01)
G02B 19/0028 (2013.01)
G02B 19/0042 (2013.01)
G02B 19/0061 (2013.01)
G02B 19/0076 (2013.01)";1;2;0,783132530120482;0,944679304008013;7,13467689932987;34,6900569120471
"US 7211221 B1 20070501";"ES";"The device comprises an autoclave ( 1 ), a solvent tank or bottle ( 2 ), a tank ( 3 ) for gravity collection and cooling of the residual solution arriving form autoclave ( 1 ) for its later recovery, a dosification tank for concentrated reagent ( 4 ), dosed according to the weight of cellulosic material treated, a tank ( 5 ) which is connected by quick sockets to the system in order to recharge tank ( 2 ), a compressor unit (C), a refrigeration system (R) and a vacuum pump ( 8 ). The described system is controlled by a programmable robot aided by a screen on which are selected the stages of the procedure and the type of procedure itself, according to the amount of cellulosic materials to be treated, forming a transportable unit, and to a certain extent a portable one.";"D21H 25/18 (2013.01)";1;1;0,786666666666667;0,9444235482946;6,81273317643758;33,7384126883635
"US 6865828 B1 20050315";"ES";"The improvements provide for the lugs of the tooth to have stepped guides at the top and bottom which combine with widened end regions for greater reinforcement and with a projecting internal abutment in at least one of said lugs, capable of being guided in a corresponding straight guide of the tooth holder, being arranged, after it is mounted, so as to retain the pin from behind, which pin is arranged in a pin seating arranged generally vertically in the body of the tooth holder, with a gently curved and inclined structure.";"E02F 9/2841 (2013.01)
E02F 9/2825 (2013.01)";1;4;0,787234042553192;0,937864800570352;5,3970046854221;26,9106379843352
"US RE39888 E 20071016";"ES";"The process for obtaining quinapril hydrochloride (I) comprises the stages of: a) hydrogenolysis of the benzyl ester of quinapril (II) by treatment in an alcoholic solvent, with concentrated hydrochloric acid or a solution of hydrogen chloride in isopropanol, and hydrogenation; b) removal of the solvent; c) addition of toluene to precipitate the quinapril hydrochloride as a toluene solvate; d) treatment of said solvate with a Class 3 solvent which forms a solvate of quinapril hydrochloride from which it can be removed by drying without degrading; and e) drying of the solvate from step d) to yield quinapril hydrochloride (I), an antihypertensive agent.";"C07D 217/26 (2013.01)";1;4;0,694915254237288;0,910738924606224;5,33774535021378;19,8390172180877
"US 2007254871 A1 20071101";"ES";"KATP channel openers (KCOs) are useful for the prophylactic and/or therapeutic treatment of CNS chronic inflammation associated with a disease or state in a mammal, including a human. The administration of KCOs, including the groups of benzopirans, cyanoguanidines, thioformamides, benzothiadiazines, pyridyl nitrates, pyrimidine sulfates, cyclobutenediones, DHP-related compounds, tertiary carbinols, 6-sulfonil-chromenes, 1,2,3-triazoles, pyridothiadiazines, benzothiazines, halogenquinazolins and phenylbenzimidazoles, and in particular, the compound diazoxide, result in a reduction of reactive microglial response in various CNS pathologies such as axonal injury, brain tumors, traumatic damage, neurodegeneration, spinal cord injury, infectious and autoimmune diseases. KCOs, isotopically modified, are also useful for the preparation of diagnostic agents for detection and follow-up of CNS chronic inflammation.";"A61K 31/549 (2013.01)";0;3;0,857142857142857;0,964512526493078;7,5213980463361;53,1593415576484
"US 7009635 B2 20060307";"FI";"A method for modifying a visible object shot with a television camera, in which method the object is marked by one or more marking surfaces disposed in the area of the object or in its vicinity, these marking surfaces being identifiable on the basis of radiation differing from other radiation in the area being shot. At least one of the marking surfaces differs in radiation from the environment on the basis of a property other than the color of visible light. The marking surface is identified using at least one identifying detector which is separate from the detectors of the television camera and by means of which the object is shot substantially from the same shooting direction as the picture shot by the television camera.";"H04N 5/2723 (2013.01)
H04N 5/262 (2013.01)
H04N 5/272 (2013.01)";1;1;0,5;0,830706192401219;3,87298334620742;10,5033448984607
"US 2007218290 A1 20070920";"FI";"The invention relates to a method for doping material, the method being characterized by depositing at least one dopant deposition layer or a part thereof on the surface of the material and/or on a surface of a part or parts thereof with the atom layer deposition (ALD) method, and further processing the material coated with a dopant in such a manner that the original structure of the dopant layer is changed to obtain new properties for the doped material. The material to be doped is preferably glass, ceramic, polymer, metal, or a composite material made thereof, and the further processing of the material coated with the dopant is a mechanical, chemical, radiation, or heat treatment, whereby the aim is to change the refraction index, absorbing power, electrical and/or heat conductivity, colour, or mechanical or chemical durability of the doped material.";"C03C 21/00 (2013.01)
C03B 37/01853 (2013.01)
C03C 11/00 (2013.01)
C03C 21/007 (2013.01)
C03C 23/0005 (2013.01)
C23C 16/40 (2013.01)
C23C 16/45525 (2013.01)
C23C 16/45531 (2013.01)
C23C 16/45555 (2013.01)
C30B 25/02 (2013.01)
C30B 31/08 (2013.01)
C30B 31/16 (2013.01)";0;6;0,61038961038961;0,886353606526657;5,35614709360298;16,5996532535366
"US 6873688 B1 20050329";"FI";"The invention relates to making a questionnaire-based survey in a cellular radio system including a central device and a number of independent terminal devices, where between the terminal devices and the central device, data transmission connections can be made. In the method, the central device receives an inquiry message and/or an inquiry table from the terminal device of the researcher, said message defining the survey group that the inquiry message relates to. The central device investigates which predetermined terminal device group and/or inquiry table stored in the central device the received inquiry message relates to, and transmits a notice of the received inquiry message, or at least part of the received inquiry message, and/or a questionnaire to those terminal devices that belong in the terminal device group that the received inquiry message relates to. The central device receives a questionnaire request from at least part of the terminal devices that received the message, but did not receive the questionnaire, and transmits the questionnaires to the requesting terminal devices, whereafter it receives an answer message responding to the questionnaire from at least part of the terminal devices that received the questionnaire and transmits at least part of the contents of the received answer messages to the terminal device of the researcher. Further, the invention relates to a cellular radio system and a central device used in the method.";"G06Q 30/02 (2013.01)";1;1;0,333333333333333;0,773939362827646;3,78593889720018;9,33638751398407
"US 2007221346 A1 20070927";"FI";"The amount of sludges produced in a pulp and/or paper mill is reduced. The sludge produced in a pulp and/or paper mill as a result of waste water treatment is conveyed to solid fuel and the produced fuel-sludge mixture is burned in a power boiler. The solid fuel is heated before sludge is mixed therein.";"C02F 11/14 (2013.01)
C02F 11/06 (2013.01)";0;1;0,709677419354839;0,900132198897273;3,95131664458905;14,9333586738354
